hpcd,mdc2,value
30038,6,3075
30120,4,3061
20061,6,3059
30865,6,3058
30919,6,3051
31301,6,3051
20102,6,3046
3127,6,3042
20111,6,3042
10016,6,3036
10001,6,3015
10022,6,2997
20009,6,2985
20129,6,2977
20104,6,2976
30983,6,2970
20057,6,2947
90201,5,2947
30732,5,2944
30006,4,2938
30883,2,2914
10059,6,2913
20115,5,2907
31142,2,2903
30235,6,2900
20086,6,2897
20063,6,2896
20149,6,2891
2703,2,2889
10052,6,2889
20080,5,2886
20011,6,2878
10072,6,2876
10077,6,2876
30176,6,2875
31179,6,2866
30640,6,2864
20054,6,2853
20139,5,2841
30790,6,2840
20088,6,2839
31186,6,2838
10046,5,2830
20022,5,2825
30883,5,2816
30454,6,2815
10043,6,2804
20094,6,2804
31028,6,2795
2803,2,2789
20064,6,2788
20021,6,2786
30171,6,2784
10027,6,2781
20075,6,2780
20031,6,2779
30987,6,2778
30169,6,2776
20119,6,2770
30570,6,2761
30326,6,2754
31464,6,2753
10057,6,2750
10021,5,2746
31071,4,2734
20038,6,2733
20130,6,2730
10064,6,2725
30122,6,2725
20066,6,2723
20098,6,2722
10051,6,2718
20022,6,2713
20126,6,2710
10002,6,2708
30992,6,2703
10049,6,2701
10058,2,2684
20028,6,2683
20100,6,2681
31404,6,2680
30567,6,2677
20077,6,2669
30488,6,2665
20068,6,2659
10056,2,2653
20134,6,2653
10068,6,2649
2663,2,2628
30783,6,2614
1843,2,2605
10067,6,2601
31008,6,2597
31294,6,2595
31446,6,2595
20144,6,2593
20037,6,2591
20112,1,2587
1398,6,2585
20109,6,2582
20042,6,2581
30753,6,2580
10060,6,2576
20127,5,2576
31162,6,2575
20052,4,2573
20116,6,2573
30515,6,2572
20097,6,2571
30667,6,2569
20121,6,2567
31147,6,2567
20074,6,2565
30305,6,2565
20150,6,2556
336,5,2554
1805,2,2547
31445,6,2541
30765,6,2540
20018,6,2539
10003,6,2538
20102,5,2536
10062,6,2534
30797,6,2528
20072,6,2523
20147,6,2511
30279,6,2508
30976,6,2508
2300,2,2504
30226,6,2495
31123,6,2493
10034,4,2485
10038,6,2485
20154,5,2483
31344,6,2483
20155,6,2477
90117,5,2477
20030,5,2476
10081,6,2474
31120,6,2473
10073,6,2471
20027,6,2469
20060,6,2469
20025,5,2463
30934,6,2462
20073,6,2460
31468,5,2459
20004,6,2456
10020,2,2450
27,1,2447
10029,2,2446
20136,6,2442
31142,12,2442
31200,6,2442
20090,6,2440
10039,6,2435
30439,6,2429
30071,6,2426
10033,2,2422
30136,6,2418
30499,6,2417
30664,6,2409
10006,6,2408
30473,6,2408
30112,6,2403
10010,6,2396
31167,6,2396
31067,6,2383
20067,6,2379
20092,6,2373
30559,6,2373
31016,6,2373
30995,6,2363
20124,6,2361
30063,6,2359
90200,5,2354
30894,14,2353
30991,6,2353
31023,6,2351
90041,7,2346
30162,6,2339
30025,6,2338
20030,11,2337
20059,6,2337
30131,6,2336
31293,6,2333
20114,5,2331
30956,6,2327
30339,6,2326
20076,5,2325
30284,6,2323
20083,5,2322
10046,11,2319
20045,6,2314
20038,5,2313
20062,6,2312
2945,2,2310
10040,6,2309
30058,6,2309
30516,6,2308
31403,6,2308
1213,6,2306
10023,5,2305
1677,5,2301
10042,6,2300
20065,6,2297
30583,6,2296
30478,6,2292
30441,6,2290
30747,6,2290
30051,6,2288
20026,5,2287
544,6,2285
31319,6,2285
30139,6,2279
30356,6,2279
20086,5,2278
30425,6,2278
31156,6,2277
20120,6,2274
30107,6,2273
90219,6,2270
20027,5,2265
30394,6,2260
30568,8,2259
10057,2,2255
31345,6,2251
20146,5,2248
20116,5,2240
31330,6,2240
30256,6,2238
31296,6,2237
30322,6,2236
20033,6,2235
20078,4,2231
10063,6,2228
30758,6,2227
31192,6,2227
580,1,2226
20046,6,2225
20015,6,2221
30123,11,2217
30813,6,2217
31071,6,2215
30586,6,2211
10024,5,2210
30993,6,2210
90035,6,2210
20145,6,2205
31241,6,2204
20019,6,2201
10005,5,2200
30482,14,2199
10049,12,2198
30013,6,2196
20088,5,2195
10013,5,2194
30159,6,2194
30519,6,2191
30788,4,2188
20153,6,2187
10011,6,2186
30913,6,2180
30789,6,2179
31485,6,2175
20141,6,2174
20091,6,2172
31172,6,2169
30458,6,2168
31033,1,2168
90111,6,2168
30349,7,2167
20080,6,2166
20095,5,2164
30568,6,2158
30759,4,2158
30154,6,2155
31018,5,2155
30368,6,2151
31301,16,2150
30314,6,2145
20036,11,2142
20070,6,2141
20107,6,2141
30641,6,2138
30406,6,2137
30643,6,2135
30095,6,2132
30322,5,2131
20140,6,2129
31341,6,2129
10037,6,2126
20093,6,2125
30661,6,2122
31068,6,2122
20047,5,2120
30447,6,2117
31343,6,2117
10036,6,2116
30563,6,2116
20025,6,2115
20123,4,2112
31342,6,2110
10046,2,2109
90133,4,2105
20024,5,2103
30431,6,2099
30150,6,2097
30735,6,2095
30777,6,2094
10012,5,2089
20002,5,2088
30118,6,2088
30941,4,2087
30344,6,2086
31271,11,2086
30880,6,2081
90166,6,2081
3066,6,2080
20007,6,2078
30428,6,2078
20016,5,2077
30986,6,2077
20034,6,2073
31228,6,2073
30413,10,2071
30902,6,2071
30915,5,2071
10007,2,2069
30167,6,2067
30792,6,2061
30281,5,2059
30364,4,2056
30974,6,2056
20148,6,2055
20125,6,2050
20069,6,2044
30759,6,2038
20143,6,2036
30874,6,2036
30290,5,2032
10074,6,2029
10012,12,2028
10031,7,2027
20036,5,2024
10033,5,2020
10025,5,2019
10052,2,2019
20093,5,2019
30174,6,2019
30557,6,2019
10015,6,2018
10017,6,2018
30475,4,2018
20014,6,2017
30258,6,2017
10044,6,2015
20132,6,2015
20133,6,2015
20018,5,2014
30354,6,2014
30773,6,2014
20085,4,2011
30843,6,2011
30970,6,2011
20035,6,2009
20139,6,2008
10024,1,2005
30584,5,2004
30892,6,2000
20031,2,1997
20106,5,1996
30099,6,1995
31427,6,1992
10014,6,1990
10055,7,1988
20020,6,1988
30267,4,1988
10031,12,1987
30138,6,1987
20100,5,1985
20062,5,1984
31477,5,1983
20058,6,1982
20049,6,1978
30121,9,1977
20081,12,1976
30976,5,1976
10050,6,1975
20043,12,1973
30762,6,1973
20146,4,1972
30785,5,1972
31025,6,1971
10026,5,1970
31003,6,1969
30255,6,1968
30541,6,1966
31211,4,1965
30069,6,1963
30086,6,1963
20071,6,1962
20079,5,1962
20089,5,1962
31242,6,1962
20017,6,1961
20086,4,1961
30014,6,1955
31195,6,1953
30325,6,1952
31338,6,1949
10028,2,1948
30366,6,1947
31510,6,1945
20095,6,1942
30551,6,1941
30905,12,1940
10008,6,1936
10046,4,1936
20113,6,1933
20143,5,1933
31109,6,1933
31509,6,1932
10041,6,1931
30514,6,1931
31076,6,1931
30642,5,1930
30773,5,1927
30967,6,1927
1828,6,1925
10020,4,1925
10024,11,1924
10075,7,1923
20051,6,1923
20082,4,1920
30477,6,1919
10029,4,1918
20024,2,1918
30230,6,1917
235,5,1916
30845,6,1916
10030,6,1915
10056,5,1915
20023,12,1915
20074,5,1915
2393,11,1914
30269,6,1913
20116,11,1912
31294,5,1912
31387,6,1912
20122,5,1910
20156,6,1910
30362,6,1910
30994,6,1909
31514,6,1909
30962,6,1908
20032,5,1906
30003,5,1906
10012,2,1904
30978,6,1900
20029,6,1899
20125,4,1898
31193,6,1898
30970,5,1894
20118,6,1893
2907,6,1892
20082,12,1889
30296,6,1888
10069,6,1887
20119,5,1885
30950,1,1882
20008,5,1879
10046,1,1877
20078,12,1877
20106,11,1877
31502,6,1877
20083,11,1876
31469,6,1876
30824,6,1875
10013,11,1873
30389,2,1871
30799,6,1871
30004,1,1870
30498,4,1870
31044,6,1869
30397,6,1868
30490,6,1868
90226,11,1865
20151,5,1864
30972,6,1861
30662,5,1859
10046,7,1858
10075,2,1858
20055,11,1858
31225,6,1858
30818,6,1856
30239,11,1855
30066,6,1854
31208,6,1854
10035,5,1853
20014,5,1853
10011,5,1852
31140,6,1851
20121,5,1850
10009,6,1849
30814,6,1849
10016,2,1847
30711,6,1846
30379,6,1845
30512,6,1845
10053,12,1843
10031,11,1842
20056,6,1842
20037,5,1839
30061,2,1839
30210,6,1837
30914,4,1837
30422,6,1836
30438,5,1836
31511,6,1836
10024,12,1835
20053,5,1834
30548,6,1834
10007,4,1833
10054,12,1833
31019,6,1832
30552,6,1829
30281,11,1828
10027,5,1825
31368,6,1825
31162,13,1824
20099,6,1822
30571,6,1821
10034,5,1820
30340,6,1819
30838,6,1819
30008,11,1818
30757,6,1817
559,6,1814
30748,6,1814
20097,5,1813
3072,2,1812
30038,11,1812
30823,6,1812
20027,4,1811
20089,4,1810
30696,6,1810
10029,11,1806
20123,11,1804
20005,6,1803
20003,5,1798
30899,6,1798
30903,6,1798
20121,4,1797
30844,6,1797
31028,5,1797
10066,2,1794
20024,11,1793
30093,6,1793
30850,6,1793
30904,6,1792
10029,5,1790
31159,6,1789
30947,6,1785
10053,5,1784
10026,4,1782
31080,6,1780
20084,2,1779
10018,5,1778
30486,6,1778
20081,5,1777
20091,5,1777
30567,5,1775
20026,1,1774
20104,4,1774
30427,6,1773
10080,6,1771
10055,5,1768
30785,6,1768
10076,6,1766
31409,6,1766
31115,6,1765
10024,4,1763
10031,5,1762
20084,6,1759
10059,5,1757
30170,6,1757
30928,6,1756
31161,5,1756
20077,5,1755
658,5,1754
30333,6,1754
10055,11,1753
30109,6,1752
10022,5,1751
10070,6,1751
30330,5,1751
30780,6,1751
90182,6,1751
20002,6,1749
20055,4,1748
20109,5,1748
30527,6,1748
30673,6,1747
90169,7,1747
20094,5,1746
20145,5,1746
10057,12,1745
20051,11,1743
31393,6,1742
31360,6,1738
20106,1,1737
20136,5,1736
30974,5,1736
20126,5,1735
30177,6,1735
31198,6,1734
20039,6,1733
30282,6,1733
30707,6,1733
30485,4,1731
31110,6,1731
10045,11,1730
10033,11,1728
1347,4,1727
30504,16,1726
20048,5,1725
30365,6,1725
30820,6,1724
20082,5,1722
10071,6,1720
20135,6,1720
30044,5,1719
10042,5,1717
10063,2,1717
30201,6,1716
20127,12,1713
30184,6,1712
30883,11,1712
30417,6,1708
20003,12,1706
30310,6,1705
30859,6,1705
30283,6,1704
20106,4,1701
30760,6,1698
20110,6,1697
10075,12,1696
30201,5,1696
30985,6,1696
31379,6,1695
30026,5,1694
30349,16,1693
30275,6,1690
30815,6,1690
30900,6,1690
30337,6,1687
20066,5,1685
30064,5,1685
10022,12,1684
10075,5,1683
20129,5,1680
30002,6,1679
10001,12,1677
20144,5,1677
31048,6,1675
30565,6,1673
10044,5,1669
10048,4,1668
20006,4,1667
30774,6,1666
30223,6,1665
10057,5,1664
31404,11,1662
20096,5,1660
30760,5,1659
324,6,1658
30483,6,1656
31236,6,1656
30140,6,1655
20106,12,1654
30307,6,1654
20122,4,1650
30445,6,1650
10073,4,1648
1977,2,1647
20076,4,1647
30565,12,1643
10006,2,1642
10056,4,1642
30911,6,1638
10034,12,1637
20054,5,1637
30895,4,1637
30783,5,1636
31083,6,1636
31212,6,1636
20008,1,1634
30418,6,1634
31087,5,1634
31173,6,1634
10082,6,1632
10058,5,1629
30745,6,1629
10028,5,1628
30023,13,1627
30840,6,1627
20063,5,1626
30763,4,1626
20057,4,1624
10021,11,1623
30113,6,1623
10058,4,1622
20035,5,1622
10013,2,1621
20138,5,1620
30990,6,1619
10047,2,1617
10053,11,1617
20051,5,1617
20137,5,1616
30484,7,1616
30545,1,1615
10020,11,1613
10035,11,1612
30988,6,1612
1908,6,1610
20043,4,1610
20020,5,1609
10033,4,1607
10052,12,1607
20123,1,1606
30782,2,1606
30334,6,1605
30822,4,1602
10052,1,1601
20102,11,1601
10078,5,1600
30836,6,1600
30241,6,1598
10047,1,1597
20032,6,1597
20152,4,1596
30144,6,1596
30703,6,1595
20047,4,1594
30427,2,1594
30050,6,1592
30203,6,1592
30772,6,1591
10026,11,1590
31027,1,1590
10074,4,1588
31429,6,1588
10022,7,1587
30600,6,1587
20138,11,1585
20033,12,1584
30547,5,1584
20103,6,1582
30098,6,1582
1076,10,1581
10054,4,1581
20081,1,1581
10037,2,1579
20121,2,1579
20021,5,1578
20057,16,1578
30039,6,1578
10004,6,1577
10058,1,1576
30036,7,1576
31012,5,1576
31065,6,1576
20106,14,1575
30466,14,1575
30636,6,1575
30747,4,1575
30515,11,1572
20103,2,1570
90168,6,1570
30235,11,1569
10022,4,1568
31287,12,1568
10082,12,1567
30038,4,1567
20075,5,1566
20089,11,1564
31057,6,1562
31449,6,1561
30253,4,1560
30902,5,1560
31430,6,1559
20005,5,1557
30773,16,1557
10019,3,1556
30311,6,1556
10061,5,1555
20114,11,1554
30583,4,1554
30698,6,1551
30483,5,1550
30612,6,1550
20114,4,1548
30895,6,1548
31341,1,1548
30796,4,1547
10020,5,1545
30291,6,1545
30425,4,1545
31443,6,1544
10028,4,1543
30767,6,1543
30101,6,1542
10048,5,1541
20047,12,1540
10019,11,1539
10035,2,1539
30499,5,1538
31291,6,1538
30017,6,1535
31090,6,1534
30253,6,1532
30920,6,1532
30035,6,1531
31295,6,1531
10012,4,1530
30873,6,1529
20108,4,1528
30564,6,1528
30964,6,1527
20085,11,1526
30914,11,1525
20083,4,1524
30759,5,1524
10061,4,1521
30769,6,1519
10047,5,1517
1251,6,1516
30351,6,1516
10066,5,1515
30776,6,1515
20036,4,1514
20152,1,1513
20061,4,1512
30788,5,1511
30967,5,1511
20031,11,1509
30783,4,1509
10021,1,1508
20079,4,1508
10076,5,1507
30526,6,1507
20040,5,1505
20147,5,1504
2479,12,1503
30015,6,1503
30244,6,1503
30543,6,1503
20041,4,1502
31408,11,1501
30414,6,1500
30611,6,1500
30761,5,1499
30807,6,1499
31473,9,1499
20086,16,1498
10023,4,1497
30552,4,1497
20050,4,1496
30535,6,1496
10053,2,1495
30740,7,1494
31253,6,1494
20131,6,1493
10013,1,1491
20031,5,1491
30273,6,1491
10005,4,1489
10061,11,1489
10047,12,1488
30238,5,1488
30914,5,1488
31365,6,1487
30190,6,1486
30551,5,1485
2010,5,1483
10013,4,1481
20135,5,1481
30323,6,1481
30394,5,1481
30871,6,1481
10035,4,1479
20087,5,1479
31084,6,1479
31155,6,1479
10034,2,1478
20123,16,1478
30190,2,1478
30492,14,1478
10007,12,1477
30355,6,1477
30557,16,1477
10018,2,1476
30023,6,1476
20012,4,1475
30817,6,1475
20018,11,1474
20128,5,1474
20088,4,1473
90102,6,1473
30237,6,1472
31214,6,1472
10073,2,1471
20076,11,1468
20018,4,1467
20127,4,1467
31096,6,1467
31026,2,1466
10052,5,1464
20132,5,1464
31079,6,1463
10012,11,1462
10055,2,1462
20039,12,1462
30989,6,1462
31344,4,1461
10022,11,1460
261,1,1458
30212,6,1458
20144,11,1457
30905,14,1457
31411,6,1457
1941,6,1455
10054,5,1455
10073,11,1455
30379,11,1455
10046,12,1453
31146,6,1453
31399,6,1453
20057,11,1452
20119,1,1452
31125,6,1452
30227,6,1451
20023,11,1450
20072,5,1450
30538,4,1450
31182,1,1450
31503,6,1449
10075,4,1447
30833,6,1447
10048,12,1446
30172,1,1446
30415,6,1446
10002,2,1445
20085,1,1445
30942,6,1445
20094,11,1444
10038,2,1443
10075,11,1443
30933,6,1443
31023,5,1443
31358,6,1443
31509,7,1443
31511,5,1443
30300,6,1442
20003,11,1441
30168,6,1441
31496,6,1441
20092,11,1440
30858,6,1440
10074,7,1438
20096,6,1436
10023,11,1435
1298,6,1434
10005,2,1434
20115,11,1434
31200,5,1434
31108,6,1433
10024,2,1432
20108,12,1432
20091,11,1431
20016,4,1430
20053,11,1430
30450,6,1430
20036,12,1429
31053,6,1429
20081,4,1428
30470,5,1428
10040,5,1427
20024,4,1427
20054,11,1425
31043,6,1425
20023,4,1424
30967,11,1424
31509,5,1424
30599,6,1423
90159,6,1423
20125,5,1422
10025,4,1421
31294,16,1421
20043,9,1420
20117,11,1420
20126,4,1420
90092,6,1420
3021,2,1419
30294,6,1417
20003,4,1416
30346,6,1416
30986,5,1416
20075,4,1415
30103,6,1415
30547,12,1415
30837,6,1414
10025,12,1412
30513,6,1412
31330,5,1412
20069,5,1411
20086,1,1410
30013,4,1410
20022,4,1409
20116,4,1409
30390,6,1409
31253,12,1409
30269,12,1408
10004,5,1407
30765,4,1407
31341,11,1407
30779,6,1405
31056,6,1404
31402,9,1402
10031,2,1401
10039,4,1401
10060,5,1401
20050,5,1400
10047,4,1399
30639,6,1399
20121,11,1397
30796,5,1397
10005,11,1395
10027,2,1395
10032,7,1394
30063,4,1394
30356,11,1394
10011,2,1393
20058,5,1393
768,6,1391
3124,5,1391
20043,11,1391
90026,11,1391
30038,5,1390
10020,3,1389
20040,4,1389
30254,6,1389
31242,2,1389
10062,11,1388
10067,2,1386
10072,5,1385
20132,4,1385
90247,1,1385
20023,1,1384
30470,6,1384
30773,4,1384
20151,1,1383
30790,5,1383
30839,6,1383
10079,5,1382
20155,4,1382
30186,6,1382
20011,5,1381
20036,7,1381
20113,5,1381
30622,5,1380
2360,9,1379
10032,11,1379
10026,12,1378
30731,6,1378
31327,6,1378
20137,4,1376
30112,4,1376
10077,11,1375
10077,4,1374
10015,2,1373
20151,4,1373
30184,5,1373
31301,1,1373
510,5,1372
31345,9,1372
10007,5,1371
10065,7,1371
30499,11,1371
90204,11,1371
90222,6,1371
10020,12,1370
20147,1,1369
30076,6,1368
30387,5,1368
31004,5,1368
30079,5,1366
30457,6,1366
30796,11,1366
31421,6,1366
31381,6,1365
10081,12,1363
20013,6,1363
30222,6,1363
30584,6,1363
30797,5,1363
30306,6,1362
30581,6,1362
20046,4,1361
30516,5,1361
20046,5,1360
20012,5,1359
20083,1,1359
10047,11,1358
20055,1,1358
20104,12,1358
20122,11,1358
20152,16,1358
30697,6,1358
30739,6,1358
31338,7,1358
20021,4,1357
20119,4,1355
10079,6,1354
20070,5,1352
20111,2,1352
10078,4,1351
10010,5,1350
20123,12,1349
30334,5,1349
20015,11,1348
20025,1,1348
20067,4,1348
20104,5,1348
30429,11,1348
30541,5,1348
31064,6,1348
20004,1,1347
20098,5,1347
20107,4,1347
31474,16,1347
20147,4,1346
10052,4,1345
10005,12,1344
20109,4,1344
30363,6,1344
31448,6,1344
3141,6,1343
10057,1,1341
30529,6,1341
10055,4,1340
20105,6,1340
30195,6,1340
30865,4,1340
30948,6,1340
10033,1,1339
30761,6,1339
10034,11,1338
20102,4,1338
20123,2,1338
30783,11,1338
10082,2,1336
30226,5,1336
30880,11,1336
2747,6,1335
10060,1,1335
20146,11,1335
30488,11,1335
3174,7,1334
20026,4,1334
30835,5,1333
31202,6,1333
20125,7,1331
10033,12,1330
10059,11,1328
177,6,1327
2554,1,1327
30226,11,1327
30846,6,1327
10009,5,1326
20027,2,1326
20034,11,1326
20070,4,1326
31029,6,1326
10019,5,1325
20035,4,1325
31086,6,1325
10072,4,1324
31232,6,1324
20018,12,1323
20066,4,1323
30424,6,1322
30451,6,1322
10008,2,1321
20142,6,1321
30651,6,1321
30839,5,1321
10031,4,1320
20016,11,1320
30443,5,1320
20053,4,1319
20031,12,1318
30933,16,1318
31180,4,1317
10054,2,1316
30172,5,1316
10062,4,1315
90034,1,1314
20045,12,1313
30934,4,1313
31508,6,1313
10053,4,1312
30933,4,1312
30059,6,1311
30169,11,1311
31186,11,1310
10011,1,1309
10073,5,1309
20084,11,1309
30517,6,1306
20154,6,1305
30679,6,1304
20009,5,1303
20082,11,1301
31330,11,1301
1251,5,1300
20086,7,1300
30073,6,1300
30136,1,1299
30369,6,1299
30886,1,1299
10024,3,1298
10039,2,1298
30366,2,1298
30432,6,1298
20117,13,1297
31066,14,1297
30354,2,1296
30381,6,1296
10078,2,1295
10048,11,1294
20008,11,1294
30219,6,1294
30661,5,1294
30662,6,1294
31271,6,1294
10022,2,1293
20040,11,1293
30317,6,1293
30813,4,1293
10061,1,1292
20002,16,1292
10056,11,1291
30591,6,1291
20001,6,1290
20007,12,1290
30299,6,1290
31025,12,1290
10036,5,1289
20144,12,1288
30660,6,1288
30865,5,1288
30880,4,1288
20009,4,1287
30029,16,1286
30631,6,1286
10016,11,1285
31282,6,1284
10003,2,1283
20073,4,1283
31330,4,1283
30433,6,1282
10024,7,1281
10081,2,1281
20015,5,1281
20153,11,1281
31343,4,1281
10010,12,1280
30141,6,1279
30499,1,1279
30014,4,1278
10058,7,1277
31377,6,1277
30604,6,1276
31186,5,1275
31345,4,1275
10046,16,1274
20090,4,1274
10065,11,1272
10066,4,1272
10030,5,1271
20011,4,1271
10066,12,1270
30733,6,1270
30061,6,1268
30480,6,1268
10020,7,1267
20126,11,1267
30533,5,1267
30915,4,1267
10045,4,1266
20012,11,1266
30068,6,1266
30138,4,1266
30925,6,1266
30976,4,1266
3158,2,1265
30079,6,1265
10048,7,1264
10034,1,1263
30327,5,1263
31511,11,1263
20024,12,1262
20079,11,1262
30785,4,1261
30445,11,1260
90022,6,1260
20140,5,1259
30100,6,1259
30325,4,1259
30607,7,1259
30454,5,1258
30570,4,1258
30782,11,1258
10001,4,1257
10038,5,1257
10068,12,1256
31123,5,1256
20067,5,1254
30454,4,1254
10007,1,1253
20001,2,1253
30296,5,1253
31396,16,1252
20131,5,1251
30115,6,1251
30790,4,1251
10051,5,1250
20059,11,1249
20098,4,1249
30905,6,1249
30137,6,1248
31304,11,1248
20122,2,1247
20128,7,1247
30217,6,1247
30354,5,1247
20077,1,1246
30021,7,1246
20142,5,1245
90140,6,1245
30456,12,1244
30970,4,1244
10010,11,1243
30308,14,1243
30318,1,1243
10043,12,1242
10059,4,1242
20047,1,1242
30329,6,1242
10002,4,1241
30356,5,1241
30421,6,1241
20073,5,1240
90016,1,1240
30136,12,1239
30461,6,1238
10036,2,1237
20091,4,1237
30228,6,1237
30577,6,1237
30987,4,1237
20084,5,1236
31301,5,1236
20083,12,1235
20097,4,1235
30266,6,1235
31122,6,1235
10002,12,1234
20156,5,1234
30290,4,1234
31072,6,1233
20010,5,1232
20056,5,1232
20059,5,1232
20089,12,1232
20151,12,1232
30813,1,1232
31379,11,1232
20074,11,1231
30444,5,1231
30202,6,1230
30319,6,1230
30784,6,1230
20135,11,1229
30434,6,1229
30551,11,1229
20063,11,1228
10012,1,1227
10065,12,1227
30302,6,1227
30983,7,1227
10024,14,1226
10053,7,1226
20118,4,1226
30789,5,1226
20031,4,1225
31488,6,1225
30123,18,1223
30276,6,1223
20014,16,1222
20123,13,1222
30201,4,1222
30430,6,1222
30801,6,1222
30454,11,1221
31156,5,1221
10029,7,1220
10035,1,1220
30273,5,1220
10029,1,1219
30069,11,1219
10065,2,1218
20068,4,1218
30255,11,1218
30859,5,1218
31028,4,1218
31067,11,1218
31263,6,1218
10077,1,1217
30178,6,1217
90153,6,1217
20133,5,1216
30173,12,1216
30188,6,1216
30563,11,1216
30915,11,1216
31253,9,1216
20023,16,1215
90242,11,1215
10002,7,1214
10054,7,1214
30332,6,1214
30499,7,1214
30797,11,1214
31446,5,1214
1397,6,1212
10074,11,1212
20033,11,1212
30356,4,1212
10003,5,1211
10056,7,1211
20094,16,1210
90037,11,1210
20153,4,1209
30681,6,1209
30800,6,1209
30936,6,1209
20014,12,1208
30218,6,1208
30427,5,1208
30942,5,1208
31301,12,1208
10018,4,1207
10039,5,1207
10065,1,1207
20027,7,1207
30501,6,1207
10053,1,1206
20085,12,1206
31037,6,1206
31120,11,1206
10049,5,1205
3178,7,1204
30641,4,1204
3142,11,1203
30336,6,1203
20089,1,1201
20139,16,1201
30425,5,1201
31465,6,1201
20123,7,1200
31106,6,1200
10042,7,1199
10077,5,1199
20027,16,1199
30001,6,1199
31421,5,1199
31446,12,1199
10049,11,1198
20081,7,1198
30083,6,1198
30456,6,1198
31120,4,1198
10068,5,1197
20048,11,1197
20061,5,1197
20108,11,1197
30640,4,1197
30759,16,1197
10062,2,1196
10072,1,1195
30567,11,1195
31359,6,1195
20006,5,1194
30437,6,1194
20042,5,1193
30131,5,1193
30197,6,1193
10064,5,1192
31184,6,1192
10037,5,1191
31514,4,1191
10050,2,1190
30412,6,1190
30875,6,1190
10060,12,1189
31269,14,1189
268,10,1188
90092,5,1188
20127,1,1187
31331,6,1187
31360,5,1187
30533,11,1186
30560,6,1186
30949,6,1186
10029,12,1185
30213,6,1185
30279,4,1184
30552,11,1184
30797,4,1184
30890,6,1184
30265,5,1183
30765,11,1183
31412,6,1183
2363,7,1182
10021,10,1182
10025,11,1181
20062,1,1181
31041,6,1181
10045,5,1180
10059,2,1180
20010,11,1180
30158,6,1180
30476,6,1180
20080,4,1179
20081,16,1179
30235,5,1179
90239,2,1179
30029,6,1178
30131,16,1178
30934,11,1178
10007,11,1177
10031,1,1177
10062,5,1177
30774,3,1177
30874,11,1177
20150,4,1176
20044,5,1174
20127,11,1174
20077,12,1173
30156,6,1173
30305,4,1173
30310,2,1173
20007,4,1172
30840,5,1172
31355,6,1172
10010,2,1171
10052,11,1171
20147,11,1171
31142,6,1171
30031,1,1170
10028,12,1169
30999,2,1169
31110,4,1169
20124,16,1168
10051,11,1167
20042,4,1167
30142,6,1167
10015,5,1166
31003,11,1166
31408,4,1166
30146,6,1165
31188,6,1165
31328,6,1165
10042,11,1164
30773,1,1164
30781,6,1164
30328,6,1163
20110,5,1162
30055,6,1162
30134,5,1162
30543,11,1162
30667,5,1162
10048,1,1161
30880,5,1161
30835,4,1160
31513,11,1160
10078,7,1159
30569,7,1159
2965,2,1158
20005,4,1158
20094,4,1158
20121,1,1157
30740,6,1157
20144,4,1156
30174,5,1156
31337,6,1156
10030,11,1155
20022,11,1155
20024,1,1155
30222,5,1155
30345,6,1155
