hpcd,mdc6,value
30163,160000,63
30954,10000,63
30047,180000,63
31364,60000,63
31258,30000,63
30152,100000,63
30853,160000,63
31313,60000,63
1021,160000,63
30014,130000,63
174,100000,63
772,60000,63
802,100000,63
938,100000,63
1100,60000,63
1417,30000,63
1519,100000,63
1917,100000,63
2049,100000,63
2127,70000,63
2760,60000,63
20008,150000,63
20062,150000,63
30022,80000,63
30127,130000,63
30206,70000,63
30210,100000,63
30210,180000,63
30353,80000,63
30422,150000,63
30463,10000,63
30617,160000,63
30644,100000,63
30648,70000,63
30648,100000,63
30738,100000,63
30825,100000,63
30937,100000,63
30960,70000,63
31006,180000,63
31177,80000,63
31234,150000,63
31467,80000,63
31482,100000,63
31502,150000,63
90165,60000,63
9,160800,62
17,60241,62
30,30400,62
58,60160,62
95,110280,62
174,10060,62
175,50130,62
237,40080,62
313,40080,62
319,40080,62
445,07040x,62
546,160760,62
579,60100,62
648,140010,62
764,110310,62
769,40080,62
936,60100,62
944,60210,62
965,70230,62
1026,11012x,62
1211,60100,62
1232,40080,62
1251,120060,62
1267,11012x,62
1300,60040,62
1469,60100,62
1500,110200,62
1543,160760,62
1665,60035,62
1772,50130,62
1777,130040,62
1815,40080,62
2043,40081,62
2120,160100,62
2153,40080,62
2182,10069,62
2273,70010,62
2350,10060,62
2454,40080,62
2459,160690,62
2481,160800,62
2503,40081,62
2538,60100,62
2707,180060,62
2723,40080,62
2879,40080,62
2999,20250,62
3066,60020,62
10002,20160,62
10002,120070,62
10004,60130,62
10004,60160,62
10005,50161,62
10006,30390,62
10010,120070,62
10012,10070,62
10015,60060,62
10027,20240,62
10029,60030,62
10029,120090,62
10032,60350,62
10038,40200,62
10042,04026x,62
10044,10230,62
10045,60360,62
10045,100120,62
10045,11022x,62
10048,30400,62
10053,60160,62
10053,70341,62
10058,120060,62
10059,110310,62
10060,70040,62
10061,70180,62
10061,70310,62
10062,60210,62
10062,180040,62
10063,11012x,62
10068,130010,62
10069,100020,62
10070,10230,62
10071,60160,62
20001,60050,62
20002,30240,62
20003,10030,62
20004,50030,62
20004,60350,62
20004,90010,62
20006,10040,62
20006,80007,62
20010,40200,62
20011,10040,62
20012,160100,62
20015,10230,62
20020,110070,62
20023,10080,62
20030,110200,62
20031,60330,62
20031,80180,62
20034,160690,62
20036,60370,62
20037,110310,62
20038,50163,62
20040,120070,62
20042,70560,62
20045,110420,62
20056,60150,62
20057,60300,62
20057,160720,62
20057,160980,62
20059,120070,62
20059,160610,62
20069,40200,62
20070,20210,62
20070,100393,62
20071,30250,62
20072,130060,62
20076,20200,62
20079,10040,62
20084,30400,62
20085,07040x,62
20085,11001x,62
20086,120070,62
20090,50210,62
20091,120060,62
20093,10030,62
20093,50161,62
20095,50161,62
20095,120180,62
20096,90010,62
20102,60300,62
20102,60360,62
20102,160800,62
20103,60210,62
20104,30400,62
20104,120070,62
20106,160100,62
20107,120060,62
20109,90010,62
20109,110080,62
20111,20200,62
20116,130060,62
20118,06007x,62
20120,160800,62
20123,10070,62
20125,100020,62
20127,100020,62
20129,180040,62
20131,110310,62
20134,10030,62
20134,130060,62
20135,120180,62
20138,70230,62
20141,120200,62
20143,60370,62
20146,110290,62
20146,130060,62
20147,110060,62
20151,60050,62
20152,60190,62
20152,60360,62
20153,140490,62
20154,30400,62
20155,160760,62
30011,50130,62
30013,50170,62
30014,120070,62
30015,110310,62
30019,50210,62
30032,40080,62
30038,50080,62
30038,50180,62
30038,07040x,62
30044,130060,62
30054,40080,62
30058,10230,62
30061,11012x,62
30063,50030,62
30068,160800,62
30069,120170,62
30071,70560,62
30077,40081,62
30095,110310,62
30101,40081,62
30101,60160,62
30103,120070,62
30106,10060,62
30107,130030,62
30109,110310,62
30115,60010,62
30116,50130,62
30117,50030,62
30117,50210,62
30118,110080,62
30123,70560,62
30130,40081,62
30131,110200,62
30132,10040,62
30134,40080,62
30136,60300,62
30137,90010,62
30138,70343,62
30139,50210,62
30140,110070,62
30145,30400,62
30145,60035,62
30145,60160,62
30145,90010,62
30145,160100,62
30150,160100,62
30156,120260,62
30156,160100,62
30159,60060,62
30163,50170,62
30168,07040x,62
30172,160760,62
30172,160850,62
30186,70341,62
30187,50030,62
30200,11012x,62
30202,30400,62
30203,130030,62
30213,20110,62
30217,120060,62
30218,110310,62
30229,60100,62
30236,10040,62
30242,30400,62
30244,120010,62
30246,60335,62
30250,06007x,62
30253,60160,62
30254,120060,62
30256,70343,62
30262,12002x,62
30265,50180,62
30269,110310,62
30269,120090,62
30269,120170,62
30274,90010,62
30275,60102,62
30283,10040,62
30285,40040,62
30285,160690,62
30291,60300,62
30296,50210,62
30296,120180,62
30305,60300,62
30306,60130,62
30307,30250,62
30307,60335,62
30308,160740,62
30310,20220,62
30310,06007x,62
30310,60100,62
30310,160800,62
30322,60335,62
30323,50130,62
30324,60150,62
30333,60160,62
30335,40081,62
30337,40080,62
30339,30250,62
30350,60035,62
30353,60160,62
30366,30150,62
30366,160100,62
30368,10230,62
30368,07040x,62
30372,10130,62
30372,20290,62
30372,60150,62
30378,40081,62
30381,11012x,62
30388,160800,62
30391,60150,62
30391,110310,62
30394,10040,62
30394,120060,62
30403,110310,62
30404,30250,62
30405,60150,62
30405,60210,62
30406,11012x,62
30412,11012x,62
30414,110310,62
30415,60370,62
30419,60100,62
30420,110310,62
30424,160200,62
30427,160800,62
30438,50170,62
30442,60102,62
30444,110310,62
30446,60340,62
30447,50070,62
30447,60160,62
30448,60130,62
30450,110070,62
30454,40200,62
30459,70210,62
30463,110310,62
30478,40081,62
30502,60160,62
30503,30240,62
30506,70230,62
30506,110080,62
30509,60335,62
30511,20220,62
30515,180040,62
30519,140010,62
30522,60210,62
30526,90010,62
30527,60335,62
30527,180040,62
30533,30240,62
30535,10230,62
30546,40081,62
30547,20240,62
30551,60040,62
30552,160100,62
30562,60010,62
30563,120220,62
30565,60040,62
30568,10230,62
30568,120060,62
30570,60030,62
30570,60340,62
30571,40081,62
30579,110310,62
30583,60130,62
30584,06007x,62
30588,110280,62
30601,110310,62
30603,160800,62
30612,10230,62
30622,50030,62
30629,60035,62
30636,50210,62
30645,60335,62
30647,50130,62
30650,50130,62
30653,50180,62
30654,60100,62
30661,120010,62
30668,40080,62
30671,50130,62
30678,60040,62
30686,40081,62
30689,50130,62
30703,160690,62
30705,60020,62
30712,40080,62
30712,110310,62
30727,60020,62
30729,110310,62
30747,10230,62
30748,60050,62
30748,90010,62
30753,40200,62
30757,50170,62
30759,70230,62
30765,70350,62
30776,180040,62
30780,60040,62
30782,60020,62
30784,10230,62
30788,60330,62
30804,60160,62
30807,60335,62
30813,40200,62
30814,10230,62
30815,110420,62
30817,60150,62
30819,60100,62
30824,50170,62
30835,60190,62
30838,60130,62
30839,70560,62
30855,60340,62
30858,60150,62
30864,180040,62
30865,40200,62
30866,60340,62
30866,90010,62
30873,60010,62
30873,160100,62
30879,50070,62
30880,20210,62
30880,30250,62
30883,60360,62
30891,160800,62
30892,60335,62
30894,11013x,62
30902,06007x,62
30904,160690,62
30905,60300,62
30906,60020,62
30907,60210,62
30912,50180,62
30913,130010,62
30918,11012x,62
30920,11012x,62
30930,60100,62
30934,30250,62
30936,40080,62
30936,50070,62
30941,40120,62
30941,50130,62
30946,60340,62
30948,50163,62
30948,07040x,62
30948,100020,62
30952,06007x,62
30958,60035,62
30962,60150,62
30971,10230,62
30971,160760,62
30972,60130,62
30973,50130,62
30978,60160,62
30986,60190,62
30987,120170,62
30990,60160,62
30995,60130,62
30995,110080,62
31003,70560,62
31006,40190,62
31016,60190,62
31018,50080,62
31019,50170,62
31019,60040,62
31023,60130,62
31025,180040,62
31026,20150,62
31029,130030,62
31037,60160,62
31040,60210,62
31053,40040,62
31053,11012x,62
31054,20150,62
31056,60210,62
31057,40081,62
31057,11012x,62
31059,120180,62
31060,60150,62
31067,50210,62
31068,40080,62
31068,60300,62
31082,60210,62
31084,160100,62
31085,110310,62
31090,160100,62
31096,11012x,62
31108,160800,62
31110,60150,62
31120,10040,62
31122,120010,62
31130,50170,62
31140,11022x,62
31157,20200,62
31157,110070,62
31160,50130,62
31167,60210,62
31179,20200,62
31179,120060,62
31186,120070,62
31200,180040,62
31202,50030,62
31202,160100,62
31207,110310,62
31220,110310,62
31223,120260,62
31228,50030,62
31230,60335,62
31232,40080,62
31234,60340,62
31248,50050,62
31249,110080,62
31280,60035,62
31281,60020,62
31281,60160,62
31287,110420,62
31288,10040,62
31291,110200,62
31311,40081,62
31319,90010,62
31323,110310,62
31327,160100,62
31328,40081,62
31328,60020,62
31329,60035,62
31329,110070,62
31331,11012x,62
31333,160760,62
31336,30400,62
31338,40081,62
31360,110070,62
31361,40040,62
31365,110070,62
31373,70080,62
31374,50070,62
31374,110310,62
31384,40040,62
31406,160690,62
31417,60210,62
31424,160100,62
31427,160100,62
31443,50170,62
31446,30240,62
31446,110310,62
31447,60210,62
31459,40080,62
31461,60100,62
31461,130010,62
31467,60150,62
31470,60340,62
31474,160720,62
31492,40081,62
31497,60100,62
31502,160100,62
31509,70560,62
31510,160760,62
31511,60140,62
31511,160850,62
31513,60035,62
31516,10310,62
90014,40080,62
90042,160800,62
90046,10070,62
90056,160760,62
90069,40080,62
90069,120260,62
90084,160800,62
90097,30400,62
90102,40080,62
90166,40081,62
90171,110280,62
90193,70350,62
90196,160800,62
90217,30400,62
90223,50050,62
90230,160760,62
90233,20200,62
90239,20240,62
30607,70000,62
10065,20000,62
30892,50000,62
30561,50000,62
30570,120000,62
30374,50000,62
30873,50000,62
30030,120000,62
30538,130000,62
20089,140000,62
30001,120000,62
30402,50000,62
30477,50000,62
30190,50000,62
30785,130000,62
30406,50000,62
30216,70000,62
30217,110000,62
30688,70000,62
31302,120000,62
20091,130000,62
30414,110000,62
20098,140000,62
30581,50000,62
30636,40000,62
31068,50000,62
10017,130000,62
31002,110000,62
31413,40000,62
1649,50000,62
30034,120000,62
31232,70000,62
20148,20000,62
30332,110000,62
90093,110000,62
31323,40000,62
30105,10000,62
90231,40000,62
225,10000,62
31165,50000,62
30892,40000,62
30370,50000,62
30965,10000,62
30673,130000,62
31081,70000,62
192,60000,62
2379,60000,62
31243,40000,62
30876,130000,62
31347,160000,62
31177,180000,62
31510,130000,62
30639,130000,62
30876,40000,62
90010,30000,62
30530,50000,62
2928,70000,62
30596,40000,62
90106,40000,62
30880,130000,62
31489,40000,62
90085,110000,62
31384,50000,62
30820,40000,62
30022,130000,62
31036,110000,62
30916,40000,62
31218,10000,62
31459,110000,62
20127,130000,62
30601,70000,62
30202,30000,62
30345,120000,62
31232,120000,62
1079,40000,62
31474,10000,62
30533,140000,62
90131,40000,62
30855,10000,62
30862,10000,62
952,60000,62
30248,40000,62
31160,120000,62
30110,40000,62
90089,70000,62
3184,70000,62
10038,180000,62
1692,40000,62
10040,180000,62
2985,60000,62
30839,130000,62
1399,10000,62
30880,180000,62
2718,60000,62
1041,60000,62
2049,110000,62
30962,120000,62
31505,160000,62
2535,60000,62
30287,50000,62
2115,60000,62
1628,120000,62
31356,120000,62
30219,130000,62
31513,120000,62
31197,130000,62
30246,160000,62
30904,130000,62
31302,160000,62
30717,160000,62
90077,60000,62
2683,60000,62
31250,10000,62
1209,160000,62
31204,70000,62
31069,10000,62
1632,70000,62
31417,30000,62
2530,70000,62
710,30000,62
30378,70000,62
31019,180000,62
30416,30000,62
30559,130000,62
652,60000,62
30345,70000,62
30830,120000,62
297,60000,62
30224,120000,62
20044,100000,62
30359,70000,62
30430,180000,62
31020,130000,62
30664,80000,62
451,60000,62
30846,70000,62
90090,160000,62
30054,70000,62
30433,130000,62
90230,70000,62
217,160000,62
1158,70000,62
1804,70000,62
420,160000,62
2222,70000,62
30470,80000,62
2006,60000,62
2455,160000,62
31280,80000,62
31332,70000,62
71,70000,62
257,100000,62
30794,70000,62
31126,160000,62
28,150000,62
281,60000,62
781,160000,62
1156,60000,62
1202,60000,62
2127,100000,62
2130,60000,62
2403,100000,62
2803,100000,62
2880,100000,62
3061,100000,62
30220,180000,62
30257,100000,62
30284,80000,62
30336,80000,62
30378,150000,62
30530,80000,62
30644,80000,62
30858,80000,62
31055,100000,62
31139,100000,62
31218,80000,62
31302,100000,62
31324,80000,62
31452,100000,62
90129,100000,62
90219,160000,62
133,60100,61
220,60335,61
230,20110,61
234,12002x,61
235,50210,61
269,160690,61
376,110310,61
405,140010,61
430,40040,61
459,50130,61
553,160690,61
583,50130,61
605,160690,61
781,40080,61
856,90010,61
929,160620,61
974,40080,61
1041,60100,61
1164,40080,61
1212,60100,61
1248,20110,61
1375,40080,61
1386,180040,61
1436,60100,61
1519,40080,61
1529,20210,61
1592,180040,61
1746,10060,61
1805,160650,61
1807,71030,61
1815,70343,61
1841,60100,61
1859,20200,61
2009,40080,61
2024,120165,61
2040,60100,61
2049,10060,61
2059,160800,61
2068,70341,61
2120,10030,61
2230,100335,61
2376,120170,61
2526,40080,61
2671,70350,61
2671,160610,61
2791,120170,61
2867,60100,61
2931,60100,61
2984,50130,61
3066,60190,61
3104,60100,61
10001,70040,61
10006,11012x,61
10011,100260,61
10012,60370,61
10012,140590,61
10013,40081,61
10018,100260,61
10020,20210,61
10021,120180,61
10022,30150,61
10027,20220,61
10027,60040,61
10028,10010,61
10031,70520,61
10031,160100,61
10033,70040,61
10033,80007,61
10036,50030,61
10036,50170,61
10036,60030,61
10039,10070,61
10040,60160,61
10042,50030,61
10046,160980,61
10047,20290,61
10050,50210,61
10050,120260,61
10051,100020,61
10055,10070,61
10055,140590,61
10057,70470,61
10058,10230,61
10060,120260,61
10063,60335,61
10064,11022x,61
10065,60300,61
10066,110310,61
10070,11001x,61
10071,120180,61
10072,20200,61
10072,14031x,61
10076,130010,61
10078,100260,61
20003,10230,61
20003,40200,61
20004,40081,61
20007,50080,61
20008,50080,61
20008,120070,61
20010,60300,61
20011,03001x,61
20013,60160,61
20016,120070,61
20017,50210,61
20020,110080,61
20030,50340,61
20032,60300,61
20033,50170,61
20034,60330,61
20036,110260,61
20040,60060,61
20041,110060,61
20044,40081,61
20046,60102,61
20047,50080,61
20050,40200,61
20051,60102,61
20051,70560,61
20055,110200,61
20057,12002x,61
20059,60300,61
20060,10070,61
20062,50080,61
20062,60150,61
20063,11012x,61
20064,40200,61
20066,10010,61
20068,60300,61
20070,60102,61
20071,50030,61
20072,130040,61
20081,10070,61
20082,60300,61
20083,50080,61
20084,60010,61
20084,11022x,61
20094,20200,61
20095,60241,61
20096,50030,61
20097,50080,61
20097,60130,61
20097,110280,61
20099,60035,61
20100,60350,61
20101,160690,61
20102,180040,61
20104,60350,61
20105,10230,61
20109,60210,61
20110,50210,61
20110,60160,61
20113,160760,61
20114,60370,61
20116,50163,61
20117,10010,61
20122,50161,61
20124,70343,61
20124,07040x,61
20124,180040,61
20125,70560,61
20128,120070,61
20132,50163,61
20132,60150,61
20134,70343,61
20137,20160,61
20137,30240,61
20137,70470,61
20146,120070,61
20147,40081,61
20148,60040,61
20150,60370,61
20151,160740,61
20153,60130,61
20156,60040,61
20156,60210,61
30001,11012x,61
30011,30430,61
30013,130010,61
30017,11001x,61
30023,60150,61
30029,160850,61
30032,110070,61
30032,110310,61
30038,160850,61
30044,70560,61
30045,40080,61
30047,60020,61
30051,11012x,61
30066,60150,61
30071,20200,61
30071,60335,61
30072,40080,61
30074,50130,61
30079,30250,61
30098,10040,61
30099,110070,61
30100,110070,61
30101,60060,61
30103,60020,61
30116,60102,61
30118,60050,61
30118,60150,61
30118,60300,61
30125,120180,61
30131,120260,61
30131,161060,61
30136,100180,61
30139,160100,61
30140,30400,61
30140,140010,61
30154,120060,61
30159,10230,61
30162,60050,61
30163,60020,61
30168,06007x,61
30169,12002x,61
30169,120170,61
30171,70560,61
30171,120010,61
30171,12002x,61
30172,50180,61
30173,120170,61
30176,60130,61
30176,160800,61
30177,60335,61
30178,60150,61
30182,50130,61
30184,60210,61
30188,60210,61
30190,60210,61
30192,60100,61
30194,110280,61
30194,160800,61
30197,20110,61
30216,160800,61
30230,60050,61
30239,160800,61
30241,60340,61
30250,130010,61
30255,60010,61
30258,10030,61
30274,60210,61
30281,30390,61
30282,60010,61
30284,120110,61
30286,160100,61
30289,50130,61
30295,60102,61
30300,12002x,61
30302,60340,61
30303,40081,61
30305,110080,61
30307,06007x,61
30308,110260,61
30308,14029x,61
30310,120070,61
30321,30250,61
30322,10030,61
30325,40200,61
30328,110060,61
30329,70230,61
30330,60130,61
30339,40081,61
30339,60330,61
30342,10200,61
30343,60340,61
30344,110060,61
30354,50210,61
30355,30250,61
30355,110080,61
30357,60340,61
30359,10060,61
30369,70341,61
30379,60210,61
30387,60335,61
30387,120060,61
30389,90010,61
30391,60340,61
30392,50130,61
30398,60040,61
30402,160690,61
30414,50130,61
30415,10040,61
30420,120220,61
30421,40080,61
30421,110080,61
30422,60020,61
30423,60102,61
30428,160620,61
30430,60210,61
30431,10040,61
30439,06007x,61
30439,60130,61
30441,60050,61
30441,11012x,61
30446,40081,61
30448,10030,61
30448,60235,61
30454,130010,61
30456,60035,61
30467,07040x,61
30470,160100,61
30477,20200,61
30483,130040,61
30488,20110,61
30488,160760,61
30493,60035,61
30499,110060,61
30501,20110,61
30501,60210,61
30506,60035,61
30506,110280,61
30512,60040,61
30515,60140,61
30518,60160,61
30529,160800,61
30533,11012x,61
30534,10040,61
30540,60335,61
30543,50210,61
30546,160690,61
30552,50030,61
30552,60050,61
30559,140590,61
30568,50210,61
30580,60160,61
30583,30250,61
30585,70350,61
30596,110280,61
30599,160690,61
30600,50070,61
30608,110310,61
30611,120180,61
30639,60210,61
30643,10040,61
30648,60340,61
30650,60340,61
30653,110080,61
30654,20180,61
30654,11012x,61
30662,110280,61
30673,60130,61
30673,110280,61
30679,60035,61
30679,11012x,61
30684,70230,61
30694,60160,61
30697,110070,61
30698,20220,61
30721,110310,61
30731,60210,61
30739,160760,61
30740,130010,61
30741,60050,61
30747,60140,61
30753,50210,61
30753,160850,61
30754,60210,61
30757,60050,61
30759,160690,61
30760,30390,61
30762,10230,61
30762,60140,61
30767,160610,61
30769,60210,61
30769,160800,61
30770,60335,61
30772,60185,61
30773,160610,61
30774,60020,61
30774,60210,61
30775,60340,61
30779,60020,61
30783,30250,61
30785,120070,61
30789,06007x,61
30794,60160,61
30796,07040x,61
30796,70560,61
30797,60300,61
30799,60335,61
30799,60340,61
30801,60150,61
30811,160690,61
30813,60130,61
30821,50070,61
30822,60335,61
30828,160800,61
30833,60100,61
30836,90010,61
30844,10060,61
30845,10070,61
30845,60102,61
30849,140010,61
30858,06007x,61
30859,110080,61
30873,60210,61
30880,160100,61
30891,110310,61
30900,30250,61
30903,60102,61
30912,60340,61
30913,140010,61
30914,30440,61
30914,50030,61
30920,60335,61
30925,70230,61
30933,60102,61
30933,60335,61
30934,100180,61
30937,10040,61
30952,60010,61
30967,10040,61
30969,60020,61
30974,60350,61
30983,160100,61
30984,160100,61
30989,60150,61
30992,130010,61
30993,50210,61
30994,50070,61
31035,40081,61
31048,60340,61
31054,110280,61
31055,60340,61
31056,60050,61
31060,60335,61
31064,60020,61
31068,60130,61
31068,160800,61
31076,50070,61
31080,110310,61
31082,50050,61
31087,60160,61
31096,60160,61
31104,60020,61
31106,160100,61
31107,12002x,61
31109,03001x,61
31110,70230,61
31113,60210,61
31113,60340,61
31115,160100,61
31120,30400,61
31134,160850,61
31137,90010,61
31150,30250,61
31152,40080,61
31155,50030,61
31156,03001x,61
31157,60060,61
31159,70560,61
31165,40080,61
31165,110280,61
31169,110310,61
31171,60210,61
31171,60340,61
31184,50210,61
31186,10230,61
31186,40200,61
31189,50130,61
31194,60020,61
31195,40081,61
31196,110070,61
31200,10040,61
31202,50210,61
31210,20200,61
31214,110310,61
31227,11012x,61
31227,110310,61
31239,110080,61
31240,40080,61
31242,20160,61
31256,110310,61
31268,50170,61
31274,10060,61
31293,60140,61
31294,12002x,61
31294,120170,61
31296,110070,61
31296,110310,61
31304,40080,61
31307,60210,61
31310,40080,61
31323,60050,61
31329,180040,61
31330,110200,61
31332,40080,61
31333,110070,61
31340,60130,61
31341,60160,61
31342,60130,61
31367,07040x,61
31391,30250,61
31399,110310,61
31411,60050,61
31412,60150,61
31412,60210,61
31421,40040,61
31427,60130,61
31434,60020,61
31447,50163,61
31449,50130,61
31459,40040,61
31461,70560,61
31465,60130,61
31468,160800,61
31485,120010,61
31494,10060,61
31496,110310,61
31499,110310,61
31502,110280,61
31502,120180,61
31504,50180,61
31504,120070,61
31509,120060,61
31513,60335,61
31517,160690,61
90013,110310,61
90020,07040x,61
90022,60020,61
90044,40080,61
90060,160100,61
90069,60340,61
90086,10230,61
90108,60150,61
90153,60160,61
90176,60160,61
90214,20110,61
90214,110310,61
90233,30250,61
90238,160100,61
90246,60340,61
30120,50000,61
10033,20000,61
10063,20000,61
10069,20000,61
20081,20000,61
10044,20000,61
31504,50000,61
31456,50000,61
30127,50000,61
30490,50000,61
20104,20000,61
31253,40000,61
30439,50000,61
30221,50000,61
31404,120000,61
20036,130000,61
30478,50000,61
31074,50000,61
20047,130000,61
90145,120000,61
20082,130000,61
30604,50000,61
20077,140000,61
20064,120000,61
10023,140000,61
31014,40000,61
30567,130000,61
30937,40000,61
30022,50000,61
90246,50000,61
30850,50000,61
30428,50000,61
31329,50000,61
20091,120000,61
1289,120000,61
30769,30000,61
269,40000,61
31003,50000,61
3049,120000,61
30916,130000,61
30002,50000,61
30442,40000,61
160,50000,61
30962,130000,61
30744,50000,61
31197,50000,61
30307,130000,61
30348,50000,61
20140,140000,61
30500,40000,61
2854,70000,61
90224,110000,61
10027,140000,61
20068,180000,61
1802,70000,61
30875,10000,61
31367,40000,61
30730,120000,61
10043,180000,61
30353,10000,61
90210,160000,61
31058,40000,61
30015,70000,61
30717,110000,61
30703,130000,61
31380,110000,61
30594,40000,61
31212,50000,61
2517,160000,61
90238,40000,61
30185,10000,61
2311,60000,61
2910,70000,61
90227,40000,61
30986,130000,61
30801,30000,61
90248,10000,61
174,10000,61
90153,30000,61
31380,40000,61
90192,110000,61
2380,70000,61
31135,110000,61
30558,70000,61
31467,30000,61
90096,70000,61
30197,70000,61
30999,110000,61
30027,50000,61
1720,70000,61
3214,60000,61
31006,50000,61
30636,10000,61
31037,70000,61
31023,120000,61
3223,160000,61
31402,70000,61
299,70000,61
1777,60000,61
30172,180000,61
31374,160000,61
30851,10000,61
30170,80000,61
30712,180000,61
31492,10000,61
30176,130000,61
30405,120000,61
997,70000,61
30384,10000,61
30854,100000,61
90119,60000,61
30562,100000,61
30988,160000,61
31346,70000,61
30183,10000,61
1060,160000,61
1148,60000,61
31332,10000,61
30277,30000,61
30798,110000,61
894,160000,61
30442,80000,61
31070,80000,61
2780,10000,61
31191,160000,61
31266,100000,61
841,60000,61
1329,60000,61
30214,100000,61
90186,160000,61
174,70000,61
313,30000,61
31060,180000,61
90179,160000,61
30319,130000,61
31245,70000,61
31131,10000,61
2897,70000,61
1465,160000,61
30999,80000,61
30911,30000,61
1251,80000,61
90233,180000,61
20027,80000,61
30005,100000,61
31141,70000,61
30673,80000,61
31414,160000,61
782,60000,61
90121,70000,61
203,160000,61
2981,60000,61
30631,180000,61
31270,160000,61
28,180000,61
308,100000,61
459,100000,61
1431,100000,61
1653,100000,61
2239,170000,61
2438,100000,61
2766,100000,61
3081,100000,61
3109,160000,61
20011,80000,61
20032,80000,61
30136,170000,61
30194,80000,61
30200,100000,61
30265,80000,61
30282,150000,61
30424,150000,61
30432,180000,61
30435,100000,61
30455,100000,61
30536,180000,61
30765,150000,61
30782,180000,61
30805,180000,61
30812,100000,61
30876,100000,61
31041,120000,61
31079,180000,61
31098,100000,61
31100,70000,61
31129,100000,61
31258,120000,61
31281,100000,61
90196,100000,61
90231,70000,61
90234,70000,61
90246,80000,61
73,120220,60
136,160100,60
139,60100,60
160,30400,60
263,60100,60
275,50050,60
298,50130,60
335,160800,60
395,161060,60
397,60100,60
491,130030,60
605,160620,60
647,60100,60
657,160760,60
768,60040,60
771,90010,60
926,40080,60
1015,160650,60
1050,50130,60
1083,50130,60
1088,40080,60
1152,30250,60
1159,50130,60
1213,60260,60
1251,70230,60
1269,60035,60
1397,60035,60
1397,60100,60
1555,160610,60
1561,11012x,60
1576,60100,60
1632,160800,60
1634,40080,60
1644,20110,60
1645,160100,60
1653,110310,60
1802,60160,60
1813,20110,60
1826,70085,60
1948,160610,60
1951,10070,60
1973,40080,60
2321,50130,60
2342,70350,60
2352,40080,60
2854,160690,60
2955,120180,60
2989,60100,60
3000,160620,60
3115,120170,60
10001,70010,60
10003,70041,60
10004,11001x,60
10005,80180,60
10006,60060,60
10007,130010,60
10007,180060,60
10008,60060,60
10008,60300,60
10010,120170,60
10012,120160,60
10015,60030,60
10015,70040,60
10018,10060,60
10018,60150,60
10019,14031x,60
10021,100220,60
10021,130010,60
10022,70010,60
10023,60350,60
10024,60335,60
10026,11001x,60
10027,50163,60
10028,50161,60
10028,70041,60
10031,60185,60
10031,70041,60
10032,60360,60
10032,70030,60
10032,120060,60
10033,70180,60
10034,160870,60
10036,120060,60
10037,50210,60
10040,60060,60
10043,10230,60
10043,130010,60
10045,60570,60
10046,130060,60
10047,30400,60
10047,50080,60
10049,10040,60
10049,70520,60
10051,70041,60
10052,70041,60
10054,120170,60
10057,10040,60
10057,140460,60
10058,140010,60
10059,10230,60
10059,70010,60
10059,90010,60
10059,120060,60
10063,120070,60
10067,60210,60
10068,60130,60
10068,110060,60
10069,60300,60
10073,20280,60
10074,60210,60
10077,50163,60
10079,40080,60
10079,120060,60
10080,60360,60
10082,40080,60
20001,120260,60
20011,60350,60
20012,60350,60
20014,160720,60
20015,120010,60
20015,140010,60
20019,40200,60
20020,70343,60
20022,20160,60
20024,60102,60
20027,120260,60
20030,20200,60
20031,70010,60
20032,180040,60
20033,80006,60
20035,60350,60
20035,110060,60
20037,20160,60
20040,07040x,60
20040,80007,60
20050,120180,60
20052,02001x,60
20054,60060,60
20059,60350,60
20060,06007x,60
20060,160100,60
20062,120060,60
20064,60160,60
20070,10040,60
20074,60300,60
20074,120260,60
20074,14029x,60
20076,120170,60
20077,60140,60
20078,180050,60
20083,50161,60
20084,130060,60
20086,60140,60
20086,180040,60
20088,140010,60
20095,50170,60
20102,160100,60
20103,50210,60
20105,03001x,60
20105,60210,60
20108,80005,60
20109,160800,60
20111,60130,60
20112,10020,60
20114,30250,60
20115,60335,60
20119,10020,60
20119,60335,60
20119,70343,60
20121,100020,60
20123,160720,60
20124,160850,60
20126,60130,60
20127,20230,60
20128,130060,60
20130,70230,60
20130,70343,60
20133,11001x,60
20143,60330,60
20147,50161,60
20150,11001x,60
20150,160800,60
20151,60360,60
20152,160850,60
30001,110310,60
30013,60010,60
30013,70343,60
30014,50170,60
30014,60210,60
30019,50180,60
30026,30400,60
30030,160800,60
30034,50130,60
30034,160760,60
30035,110080,60
30039,06007x,60
30039,120060,60
30053,20110,60
30056,90010,60
30058,20200,60
30062,60130,60
30067,60241,60
30068,11012x,60
30076,60020,60
30094,60050,60
30095,30400,60
30098,50030,60
30103,40080,60
30105,50030,60
30107,130060,60
30108,60340,60
30112,10020,60
30114,60035,60
30122,07040x,60
30127,40040,60
30132,50130,60
30136,120170,60
30137,70160,60
30137,160800,60
30140,120010,60
30158,12002x,60
30159,130030,60
30169,120060,60
30172,60300,60
30177,50030,60
30181,60335,60
30186,60210,60
30188,40081,60
30190,60050,60
30210,110310,60
30212,160800,60
30219,160800,60
30228,90010,60
30234,10230,60
30235,50080,60
30235,50170,60
30235,140010,60
30255,40080,60
30257,60100,60
30258,06007x,60
30265,50163,60
30269,60102,60
30272,30240,60
30284,120070,60
30285,50050,60
30291,60130,60
30295,11012x,60
30302,110070,60
30303,110310,60
30305,60140,60
