hpcd,mdc6,ope,value
2999,20110,97,3768
20034,50050,99,3200
1326,20110,97,2788
2798,20110,97,2608
2909,20110,97,2494
20034,50050,2,2359
1348,40040,99,2309
27,10230,99,2308
30006,40040,99,2294
30012,50050,2,2224
30568,80000,0,2199
3127,60100,1,2002
31142,20110,97,1943
2663,20110,97,1890
30883,20110,97,1873
2300,20110,97,1860
1805,20110,97,1814
3091,20110,97,1803
2703,20110,97,1798
2803,20110,97,1753
30012,50050,99,1735
2749,60100,1,1717
31341,50050,99,1690
1801,60220,97,1547
30121,90010,99,1532
10034,40040,99,1484
30120,40040,99,1480
31071,40040,99,1476
20078,40040,99,1452
10056,20110,97,1412
20134,50050,99,1392
2945,20110,97,1372
3066,60100,1,1313
30267,40040,99,1276
1977,20110,97,1256
944,60100,1,1241
30905,140010,99,1233
2496,60100,1,1230
31211,40040,99,1229
10006,20110,97,1213
1843,20110,97,1200
10020,20110,97,1191
268,100000,0,1188
20052,40040,99,1187
30364,40040,99,1174
30427,20110,97,1170
30127,60100,1,1166
30249,50070,1,1158
20057,50050,99,1131
31147,60100,1,1131
2360,90010,99,1121
10033,20110,97,1107
30488,50050,99,1090
30190,20110,97,1081
10058,20110,97,1080
30123,180040,97,1065
30120,50050,99,1059
30339,50050,99,1054
3072,20110,97,1052
10020,40040,99,1044
31341,50050,2,1034
31341,50070,1,1033
31242,20110,97,1031
1801,60235,97,1026
31447,50050,99,1022
1347,40040,99,1021
30120,60100,1,1021
10073,40040,99,1018
31468,50050,99,1017
30281,60100,1,1016
10038,20110,97,1006
30894,140010,99,999
31345,90010,99,996
30365,60100,1,994
3158,20110,97,990
3021,20110,97,988
20027,20110,97,978
2749,60035,99,961
10012,20110,97,958
30253,40040,99,952
31402,90010,99,950
20024,20110,97,949
20108,40040,99,938
90117,50050,99,938
324,60100,1,931
30465,50070,1,924
30339,50050,2,923
30389,20110,97,923
30941,40040,99,922
30310,20110,97,917
90033,70470,99,909
30362,20110,97,900
20121,20110,97,899
30349,07040x,1,898
1577,60100,1,897
31345,40040,99,897
30322,50050,99,893
30782,20110,97,887
10016,20110,97,886
20043,40040,99,881
30883,60100,1,880
10029,20110,97,878
20103,20110,97,876
90111,60100,1,876
30465,50050,99,875
20078,12002x,99,873
30732,50050,99,873
20027,50070,1,868
20052,40040,97,867
20055,50050,99,867
30763,40040,99,867
31403,60100,1,867
20123,20110,97,865
10057,20110,97,860
20088,20110,97,860
20006,40040,99,858
20152,50070,1,853
90133,40040,99,844
90202,40130,99,843
90198,50050,99,837
30465,50050,2,836
20112,50050,99,827
30570,40040,99,819
10031,70560,99,818
10061,40040,99,818
31253,90010,99,816
2849,140010,99,812
2999,20210,97,812
20031,20110,97,812
3141,60100,1,810
30934,140010,99,807
2230,40000,0,801
10039,40040,99,795
30373,60235,97,791
30485,40040,99,787
20146,40040,99,784
30498,40000,0,784
20082,40040,99,783
30038,40040,99,782
10033,40040,99,781
1076,100020,1,779
10005,40040,99,776
2929,100000,0,774
20041,40040,99,772
31477,50050,99,772
90239,20110,97,771
20027,40040,99,769
10007,40040,99,768
1398,60100,1,767
30765,40040,99,767
2965,20110,97,766
31026,20110,97,766
10053,20110,97,765
90204,11012x,4,763
10019,30000,0,763
20075,40040,99,760
31068,20110,97,759
30084,40040,99,757
31180,40040,99,756
31033,10060,99,754
10055,20110,97,751
510,50050,99,748
30962,60100,1,746
10035,20110,97,744
20026,40040,99,744
30475,40040,99,743
30061,140010,99,742
30478,60100,1,740
20046,40040,99,739
31343,40040,99,739
30983,60035,4,738
10063,20110,97,734
30883,50050,99,733
30822,40040,99,731
10074,40040,99,730
30551,20110,97,730
20106,140010,99,728
30759,20110,97,727
30835,20110,97,726
30413,100020,1,724
2209,180040,97,723
10037,20110,97,722
10046,40040,99,722
30995,20110,97,721
1777,70470,99,720
30547,60035,99,719
20112,10060,99,715
30503,30000,0,715
10054,40040,99,714
20106,40040,99,714
30499,20110,97,714
90201,50050,2,714
31241,20110,97,710
20057,50070,1,708
1859,20110,97,707
10022,20110,97,706
30325,20110,97,704
31179,20110,97,704
10056,60100,1,702
30482,140010,99,702
30488,50050,2,702
20001,20110,97,701
30533,20110,97,700
10028,40040,99,699
2976,20110,97,698
31473,90010,99,697
10029,40040,99,696
544,60235,97,693
20044,60100,1,692
20055,50050,2,691
30373,60220,97,691
10016,100000,0,691
30991,20110,97,690
20024,40040,99,689
30989,20110,97,689
10013,20110,97,688
10047,20110,97,688
31146,60100,1,684
544,60220,97,683
10034,20110,97,683
20128,60100,1,682
30760,20110,97,682
559,60100,99,680
20086,40040,99,680
31033,10000,0,680
10046,20110,97,678
336,50050,2,677
10026,40040,99,677
20134,50050,2,677
30788,40000,0,677
2321,20110,97,676
20084,20110,97,676
20132,40040,99,676
20023,40040,99,675
20122,40040,99,675
1314,30000,0,675
30565,120060,2,673
31395,120260,2,673
90082,20110,97,673
90169,70230,1,673
10011,50070,1,671
10027,20110,97,671
20043,90010,1,670
30210,40040,99,669
2264,70470,99,668
20036,60100,1,666
20057,20110,97,666
10075,40040,99,665
30058,20110,97,665
30498,40040,99,662
31138,50050,2,662
30279,40040,99,661
20052,60010,99,659
20053,40040,99,659
20122,20110,97,658
30961,20110,97,656
30552,40040,99,655
336,50070,1,654
30759,40040,99,654
30061,20110,97,653
20111,20110,97,650
30538,40040,99,649
20147,40040,99,647
20139,50050,99,646
20112,50070,1,645
261,10230,99,644
20036,40040,99,643
20085,40040,99,643
30895,40040,99,642
10048,40040,99,641
31142,120060,2,641
31287,60035,99,641
30063,40040,99,640
1213,60100,1,638
30058,40040,99,638
20095,50050,2,636
30732,50050,2,636
30318,10060,99,635
1348,40000,0,634
10062,40040,99,632
20083,20110,97,631
10031,20110,97,630
20121,40040,99,630
30249,50050,99,630
30956,20110,97,630
20030,20110,97,629
30030,60100,1,629
10013,40040,99,628
10078,40040,99,627
20108,12002x,99,627
30138,40040,99,627
31043,20110,97,627
31253,40040,99,627
20035,40040,99,626
20057,50050,2,626
20108,06007x,99,626
10001,40040,99,624
30095,60100,1,624
20048,40040,99,623
30914,40040,99,623
30990,60100,1,623
31088,40040,99,622
20109,40040,99,621
30056,20110,97,621
30747,40040,99,621
31460,40040,99,621
30439,60100,1,620
30902,140010,99,620
1908,60100,1,619
20051,110080,99,619
30062,60100,1,619
2405,140010,99,617
31186,60100,1,616
30290,40040,99,613
313,20110,97,611
31080,20110,97,611
10060,20110,97,610
31087,50050,2,609
31408,20110,97,609
10050,20110,97,608
30002,40040,99,608
20003,60100,1,607
20055,40040,99,606
10028,20110,97,604
10023,40040,99,603
20123,50130,99,603
30490,20110,97,603
31157,60100,1,603
30254,20110,97,602
20106,100000,0,601
20125,40040,99,599
30168,20110,97,597
90200,50050,2,595
20061,40040,99,594
10062,20110,97,593
20086,50050,99,591
30123,110280,99,591
30322,60100,1,591
20114,20110,97,589
2941,20110,97,587
20018,40040,99,586
3174,70350,1,585
20090,20110,97,585
30005,60100,1,585
30967,20110,97,585
20052,03001x,99,583
20127,40040,99,583
261,10000,0,583
90101,60010,99,581
10058,40040,99,580
30413,100130,97,580
30774,30250,99,580
20012,40040,99,579
30902,20110,97,579
2496,60241,97,577
20108,03001x,99,577
10073,20110,97,576
30258,20110,97,576
10024,20110,97,575
10056,40040,99,575
20060,50050,2,575
31330,40040,99,575
31381,40040,99,575
30857,60100,1,574
90133,40000,0,573
30865,40040,99,571
10075,20110,97,570
30364,40040,97,569
30538,06007x,99,568
30845,20110,97,568
1577,60241,97,567
2783,140010,99,567
10030,20110,97,567
20038,50050,99,567
90159,60100,1,567
30131,60100,1,566
30334,50050,99,566
10023,60100,1,565
1923,07040x,1,561
30201,40040,99,561
10003,20110,97,560
20104,40000,0,560
10005,20110,97,559
31027,10060,99,559
10056,100000,0,559
580,10060,99,557
10013,100000,0,557
10066,40040,99,556
30223,20110,97,556
30781,60100,1,556
31069,70470,99,556
2554,10060,99,555
20126,40040,99,555
30127,60035,99,555
20069,20110,97,554
30212,20110,97,554
90242,11012x,2,554
20079,40040,99,553
20123,40040,99,553
31107,20110,97,553
90201,50070,1,553
10002,40040,99,552
30499,60100,1,552
3178,70350,1,550
10065,20110,97,550
30641,20110,97,550
30920,40040,99,550
31322,20110,97,549
10058,60100,1,548
10047,60100,1,547
30986,60100,1,546
1298,40040,99,545
30641,40040,99,545
3091,20200,97,544
31253,12002x,99,544
20102,40040,99,543
10053,12002x,99,542
31514,110310,99,542
30914,100000,0,542
2010,50050,2,541
30255,20110,97,540
30292,20110,97,540
1828,60235,97,539
10012,40040,99,539
20060,50050,99,539
30120,50070,99,539
10067,20110,97,537
20115,20110,97,537
30786,20110,97,537
90200,50070,1,537
10009,40040,99,536
10044,20110,97,536
90219,60100,1,536
10082,12002x,99,535
20010,40040,99,535
30978,60100,1,535
31090,60100,1,535
90101,60100,1,535
20080,50130,99,534
10072,40040,99,533
30330,20110,97,533
30415,20110,97,533
30478,20110,97,532
20125,50050,99,530
20146,60100,1,530
31192,10310,99,530
31447,50050,2,530
20034,50130,99,529
20075,60100,1,529
30903,20110,97,529
30028,10060,99,528
30583,40040,99,528
30769,60100,1,528
30880,40040,99,528
31076,20110,97,528
31167,60100,1,528
20060,60100,1,526
30933,40081,99,526
235,50050,99,525
10043,40040,99,525
30815,60100,1,525
90195,10230,99,525
20055,60100,1,524
10007,20110,97,523
10018,20110,97,523
10026,20110,97,523
31344,40040,99,523
31253,120010,99,522
20011,40040,99,521
20030,60340,3,521
31169,110280,99,521
10024,40040,97,520
1801,60230,97,519
10046,20200,97,519
30362,40040,99,519
90068,120060,2,519
2891,110050,97,518
10066,60100,1,518
20023,20110,97,518
30115,40040,99,518
10024,60050,3,517
30127,60040,99,517
30405,07040x,1,517
809,20110,97,516
30386,20110,97,516
20089,20110,97,514
31192,40040,99,514
20101,50050,2,513
30017,40040,99,513
10064,20110,97,512
10072,20110,97,512
10082,20110,97,512
20018,20110,97,512
20054,60100,1,512
1398,60241,97,511
30488,100000,0,511
10058,20150,97,510
10022,40040,99,509
20023,140010,99,509
20031,40040,99,509
20073,40040,99,509
30934,20110,97,508
30970,50050,2,508
40,160610,1,507
20123,50050,99,507
30499,10010,99,507
944,60102,99,506
10077,40040,99,505
31406,20110,97,505
90016,10060,99,505
1529,20110,97,504
10004,40040,99,504
20151,10060,99,503
30112,40040,99,503
30366,20110,97,502
2848,50050,99,501
2907,60100,1,501
30092,40040,99,501
30118,60100,1,501
10055,70343,99,500
20128,70343,97,500
30698,20110,97,500
10075,12002x,99,499
20016,50070,1,499
20123,50050,2,499
20067,40040,99,498
31447,50070,1,498
10049,12002x,99,497
20152,10060,99,497
20155,40080,99,497
30120,60050,97,497
30322,50050,2,497
20089,30000,0,497
10020,03001x,99,496
20117,130030,99,496
30325,40040,99,496
30915,60100,1,496
10068,40040,99,495
20055,20110,97,495
20089,40040,99,495
30994,60100,1,495
31399,60100,1,495
10076,20110,97,494
30122,20110,97,494
30068,20110,97,493
31500,40040,99,493
10078,20110,97,492
20123,50070,1,492
30176,60100,1,492
30238,50050,99,492
30323,60100,1,492
31182,10060,99,492
20144,100000,0,492
10014,20110,97,491
30913,20110,97,491
647,11012x,2,490
20102,50070,1,489
20108,60010,99,489
20149,20110,97,489
90078,20110,97,489
269,20110,97,488
20021,40040,99,488
20003,40040,99,487
10026,30000,0,487
20042,40040,99,486
20045,140010,99,486
20097,20110,97,486
30284,60100,1,486
10019,60100,1,485
10047,40040,99,485
20071,20110,97,485
20114,140010,99,485
30364,60010,99,485
30785,40040,99,485
90198,50050,2,485
20123,40000,0,485
20006,60100,1,484
20106,60100,1,484
31162,130030,97,484
31445,70470,99,484
20115,50070,1,483
10052,20200,99,482
20094,20110,97,482
20137,40040,99,482
31018,50050,2,482
10047,10000,0,482
2851,140010,99,481
20111,60100,1,481
20118,40040,99,481
20119,50070,1,481
30322,20110,97,481
30456,20110,97,481
10011,140010,99,480
10024,40040,99,480
20116,20110,97,480
30947,60235,97,480
31249,20110,97,480
30475,40000,0,480
20030,110080,99,479
20031,60100,1,479
30962,20110,97,479
10031,100000,0,479
10081,40040,99,478
30747,20110,97,478
30978,30250,99,478
2925,20110,97,477
20005,40040,99,477
20016,40040,99,477
20052,06007x,99,477
20055,50070,1,477
30167,60100,1,477
30567,50070,1,477
10029,130030,99,476
20097,40040,99,475
30533,60100,1,475
30545,10060,99,475
30587,20110,97,475
30733,20110,97,475
30978,20110,97,475
10046,50050,99,474
10065,40040,99,474
20076,50070,1,474
30156,140010,99,474
30758,60100,1,474
10071,40040,99,473
20020,20110,97,473
20068,40040,99,473
31004,50050,99,473
1709,60100,1,472
10001,12002x,99,472
10066,20110,97,472
20024,60100,1,472
20153,40040,99,472
10046,10060,99,471
10081,20110,97,471
20003,120060,2,471
20114,50130,99,471
30662,50070,1,471
30818,20110,97,471
31446,50050,99,471
20092,20110,97,470
20141,140010,99,470
30799,60100,1,470
30877,20110,97,470
10023,50070,1,469
30154,10060,99,469
30364,06007x,99,469
30640,40040,99,469
10034,12002x,99,468
20123,10060,99,468
20127,50050,99,468
31138,50130,99,468
20098,20110,97,467
30139,40040,99,467
30773,50050,2,467
30900,60100,1,467
10021,10000,0,467
10049,20110,97,466
10063,40040,99,466
20021,50050,99,466
30061,20200,99,466
31016,20110,97,466
31502,40000,0,466
30431,20110,97,465
30963,20110,97,465
20058,40040,99,464
20123,60340,3,464
30066,60100,1,464
30235,60100,1,464
30865,20110,97,464
31395,120180,99,464
20039,20110,97,463
20040,20110,97,463
20047,40040,99,463
20078,120010,99,463
20152,40040,99,463
31025,40040,99,463
20083,50070,1,462
20104,40040,99,462
30314,60100,1,462
30788,40040,99,462
30328,20110,97,461
20089,100000,0,461
20083,10060,99,460
20115,50170,3,460
31110,40040,99,460
1987,20110,97,459
30890,20110,97,459
90198,50070,1,459
30101,40040,99,458
30314,20110,97,458
30563,20110,97,458
30974,50050,99,458
10053,40040,99,457
10061,20110,97,457
1828,60241,97,456
20106,20110,97,456
30013,40040,99,456
20043,12002x,99,455
20083,60100,1,455
30023,130030,99,455
30136,60100,1,455
10008,20110,97,454
10029,20160,97,454
30120,60000,0,454
2892,60100,1,453
10024,140010,99,453
10045,40040,99,453
20043,40040,97,453
20076,50130,99,453
30120,50050,2,453
30950,10060,99,453
30933,100000,0,453
20051,20110,97,452
20062,50050,99,452
10034,160000,0,452
30154,30000,0,452
944,60100,99,451
30003,50050,99,451
10052,30250,99,450
20038,20110,97,450
20042,140010,99,450
20057,160800,1,450
30006,40040,97,450
90203,40080,99,450
1095,07040x,1,449
2994,11012x,4,449
10021,110280,99,449
20024,50070,1,449
20046,20110,97,449
30514,20110,97,449
31345,12002x,99,449
31446,40040,99,449
20123,100000,0,449
10007,20220,97,448
10052,20110,97,448
30458,20110,97,448
90041,70343,1,448
31331,60000,0,448
10054,100000,0,448
2393,11012x,2,447
20041,60010,99,447
20074,40040,99,447
20106,10010,99,447
20112,50130,99,447
20138,20110,97,447
30387,60100,1,447
30914,20110,97,446
31408,180040,97,446
31509,70230,1,446
30250,12002x,99,445
31301,160000,0,445
20066,20110,97,444
31142,140010,99,444
20136,50070,1,443
30042,10060,99,443
30422,140010,99,443
30470,50050,99,443
10021,100000,0,443
2909,20200,97,442
10040,20110,97,442
20123,130030,99,442
30136,40040,99,442
30765,140010,99,442
1978,10060,99,441
3174,70343,2,441
10024,50050,99,441
10054,20110,97,441
20008,10060,99,441
20010,20110,97,441
31142,60100,1,441
31301,10060,99,441
31395,140010,99,441
10026,40000,0,440
20151,40000,0,440
10016,140010,99,439
10057,40040,99,439
20117,40040,99,439
30012,50070,1,438
30120,60050,3,438
10011,40040,99,437
20093,50070,1,437
30986,50130,99,437
31179,60100,1,437
31192,140010,99,437
1807,70160,1,436
2479,120260,1,436
10020,110080,99,436
20104,20110,97,436
30466,140010,99,436
10028,20150,97,435
20077,140010,99,435
30237,60100,1,435
31395,120180,1,435
1866,60241,97,434
20060,50070,1,434
20115,50050,99,434
20127,60100,1,434
30873,40040,99,434
20078,40040,97,433
30014,20110,97,433
30281,50130,99,433
30366,20200,97,433
30783,40040,99,433
30886,10060,99,433
90169,07040x,1,433
20096,60000,0,433
20107,40040,99,432
30914,60100,1,432
10024,30250,99,431
20048,60100,1,431
30015,140010,99,431
31016,40040,99,431
1178,20110,97,430
3124,50050,2,430
10052,12002x,99,430
20003,20110,97,430
20112,04026x,99,430
20115,50050,2,430
30079,50050,99,430
30167,20110,97,430
30454,40040,99,430
30538,03001x,99,430
30839,40040,99,430
90092,50050,99,430
20009,40040,99,429
20040,40040,99,429
30249,50050,2,429
31032,70470,99,429
31061,140010,99,429
31147,60241,97,429
20116,140010,99,428
30515,20110,97,428
30955,50170,3,428
10055,40040,99,427
20061,140010,99,427
20114,40000,0,427
559,60100,1,426
20150,40040,99,426
30134,60100,1,426
30120,40000,0,426
10002,20110,97,425
20131,40040,99,425
30282,20110,97,425
30514,60100,1,425
31341,50170,3,425
90110,10060,99,425
30553,30000,0,425
10033,160000,0,425
10061,06007x,99,424
30120,50070,1,424
30326,40040,99,424
10079,50070,1,423
20004,10060,99,423
30640,60100,1,423
20138,100000,0,423
10055,60100,1,422
10055,60340,3,422
20083,40040,99,422
20091,40040,99,422
30189,10060,99,422
30604,20110,97,422
30987,40040,99,422
31294,50050,99,422
90214,60100,1,422
1291,100000,0,422
10011,20110,97,421
20080,50050,99,421
20106,10230,99,421
30354,20110,97,421
30746,10010,99,421
31156,40040,99,421
31162,60100,1,421
20007,40040,99,420
20081,40040,99,420
30874,20110,97,420
31269,80000,0,420
938,80000,0,420
10035,40040,99,419
10048,20110,97,419
20022,50050,99,419
20057,40040,99,419
30622,50050,99,419
30796,40040,99,419
30883,50070,1,419
31111,20110,97,419
10074,70560,99,418
20008,40040,99,418
31508,50050,99,418
30485,40000,0,418
1745,10060,99,417
1843,20160,97,417
30538,40040,97,417
30757,20110,97,417
30835,40040,99,417
30999,20110,97,417
31477,50050,2,417
10032,100000,0,417
20156,180000,0,417
10038,60100,1,416
20016,60340,3,416
20030,140010,99,416
20077,20110,97,416
30169,20110,97,416
30172,10060,99,416
1076,100130,97,415
10002,70560,99,415
10082,03001x,99,415
20070,40040,99,415
30933,110310,99,415
20114,60000,0,415
10007,10000,0,415
3202,30000,0,415
20015,40040,99,414
30425,40040,99,414
30763,40040,97,414
30776,40040,99,414
30835,60100,1,414
30880,20110,97,414
10007,12002x,99,413
10019,20110,97,413
10036,40040,99,413
30014,40040,99,413
31050,50130,99,413
31071,40000,0,413
10035,140010,99,412
10055,140010,99,412
20049,20110,97,412
30038,60100,1,412
30103,60100,1,412
30547,20110,97,412
30611,20110,97,412
20086,10060,99,411
30071,60100,1,411
31019,60100,1,411
31198,140010,99,411
31266,40040,99,411
20054,50050,99,410
20085,10060,99,410
20151,60100,1,410
30330,40040,99,410
30334,60100,1,410
30465,50080,99,410
30673,140010,99,410
10035,60100,1,409
10035,90010,1,409
10052,40040,99,409
30529,20110,97,409
30875,20110,97,409
31120,60100,1,409
31454,10010,99,409
2083,70230,1,408
10063,20220,97,408
20002,50050,99,408
20078,60010,99,408
30144,60100,1,408
30504,160800,1,408
30976,40040,99,408
31466,70470,99,408
10004,50070,1,407
20074,50050,99,407
30172,40040,99,407
30465,50130,99,407
30862,60100,1,407
1340,20110,97,406
2147,10060,99,406
10057,100000,0,406
20076,100000,0,406
20088,50070,1,405
30256,60100,1,405
20050,160000,0,405
10053,130030,99,404
20064,40040,99,404
31120,20110,97,404
90102,20110,97,404
20089,40000,0,404
10059,140010,99,403
20102,50050,99,403
20112,50070,99,403
30662,50050,99,403
30773,10060,99,403
1326,60100,1,402
10027,40040,99,402
30051,140010,99,402
30933,40080,99,402
1368,40000,0,402
2433,07040x,1,401
20066,140010,99,401
30773,40040,99,401
30883,30000,0,401
20083,100000,0,401
10010,20110,97,400
30773,50050,99,400
10031,40040,99,399
20090,40040,99,399
30273,50050,2,399
30785,50050,99,399
90034,10060,99,399
30914,40000,0,399
30483,160000,0,399
20057,110310,99,398
20147,10060,99,398
30933,60000,0,398
30029,160000,0,398
10040,50070,1,397
20086,20110,97,397
30570,06007x,99,397
30788,20110,97,397
31341,10060,99,397
10057,140010,99,396
20030,10060,99,396
30983,20110,97,396
31001,10060,99,396
31359,140010,99,396
31465,20110,97,396
31301,60000,0,396
1416,60100,1,395
20050,20110,97,395
20149,40040,99,395
30073,20110,97,395
30217,40040,99,395
30728,20110,97,395
2127,20110,97,394
20025,50050,2,394
20039,90010,2,394
30394,20110,97,394
30932,30250,99,394
20001,180000,0,394
10055,40040,97,393
20134,50130,99,393
30659,160620,2,393
20092,40040,99,392
30064,10060,99,392
30667,60100,1,392
30947,60241,97,392
31294,60000,0,392
10077,40000,0,392
20153,40000,0,392
20104,100000,0,392
10037,40040,99,391
10046,110080,99,391
20036,120090,97,391
20078,03001x,99,391
30330,50050,99,391
1437,10060,99,390
20047,140010,99,390
30326,20110,97,390
30551,10060,99,390
30912,20110,97,390
30934,40040,99,390
31271,110080,99,390
2496,60100,99,389
10006,60100,1,389
20022,40040,99,389
20043,60020,4,389
30009,50070,1,389
30874,40040,99,389
10070,40040,99,388
20026,130030,99,388
20063,40040,99,388
30844,40040,99,388
30976,50050,2,388
1577,60235,97,387
10049,120010,99,387
10069,20110,97,387
20069,40040,99,387
20114,40040,99,387
30279,90010,99,387
30483,50070,1,387
30557,160620,1,387
30748,20110,97,387
31155,60100,1,387
10046,100000,0,387
1290,40040,99,386
2259,10310,99,386
10064,40040,99,386
20048,20110,97,386
20120,140010,99,386
20126,50070,1,386
30004,10060,99,386
30484,70343,99,386
30561,50170,3,386
30814,20110,97,386
20081,60000,0,386
1677,50050,99,385
2747,60241,97,385
10025,60100,1,385
20038,50130,99,385
20097,10060,99,385
30095,40040,99,385
30925,20110,97,385
31202,20110,97,385
10056,80000,0,385
2878,50050,2,384
10023,140010,99,384
10078,130030,99,384
20139,50050,2,384
30099,60100,1,384
30604,60100,1,384
30920,120060,2,384
90160,20110,97,384
20048,100000,0,384
20155,180000,0,384
10026,110280,99,383
10046,50070,1,383
20067,60100,1,383
20138,40040,99,383
20152,160800,1,383
30201,60100,1,383
30349,70230,1,383
30429,11012x,2,383
20121,40000,0,383
30911,160000,0,383
10007,100000,0,383
20070,130030,99,382
20098,40040,99,382
20117,60100,1,382
20144,50070,1,382
30071,20110,97,382
30169,60100,1,382
30883,50050,2,382
31050,50050,99,382
10038,40040,99,381
10042,40040,99,381
20052,06007x,97,381
30571,20110,97,381
30916,20110,97,381
31120,40040,99,381
31157,20110,97,381
10055,70343,1,380
20058,20110,97,380
20081,140010,99,380
20088,50130,99,380
20122,60340,3,380
30035,60100,1,380
30364,03001x,99,380
30541,60100,1,380
30859,20110,97,380
30961,140010,99,380
90156,130030,99,380
20077,160000,0,380
10047,100000,0,380
2459,160650,99,379
20026,50070,1,379
20034,10060,99,379
20050,40040,99,379
30626,20110,97,379
30763,60010,99,379
20083,60000,0,379
20018,50050,2,378
20057,40080,99,378
30465,14031x,99,378
30547,60040,99,378
31008,20110,97,378
31134,10060,99,378
31193,60100,1,378
10046,60000,0,378
10027,100000,0,378
10059,40040,99,377
20004,20110,97,377
20043,120010,99,377
20083,50050,2,377
20088,50050,99,377
20094,10060,99,377
30058,60100,1,377
30661,50050,99,377
30765,110080,3,377
30993,60035,4,377
90151,20110,97,377
20073,60000,0,377
30783,100000,0,377
10009,20110,97,376
20047,10060,99,376
20096,50050,2,376
30354,60100,1,376
30642,50050,99,376
20102,100000,0,376
30796,80000,0,376
363,14029x,99,375
1298,60100,1,375
1312,20110,97,375
20023,06007x,99,375
20036,50070,1,375
20073,50050,99,375
30473,40040,99,375
31408,40040,99,375
31449,60100,1,375
31511,60000,0,375
20088,40040,99,374
30083,40040,99,374
31123,60000,0,374
10046,160000,0,374
10005,50070,1,373
20056,10060,99,373
30044,40040,99,373
30483,40040,99,373
30664,40040,99,373
30999,20200,99,373
20085,40000,0,373
30790,100000,0,373
10056,06007x,99,372
20022,50050,2,372
20076,10060,99,372
20112,50050,2,372
30044,60100,1,372
30115,130030,99,372
30150,60035,99,372
30867,10060,99,372
31041,60100,1,372
30995,60000,0,372
31514,40000,0,372
10016,40000,0,372
1136,11012x,4,371
3099,140010,99,371
20041,130030,99,371
30356,10060,99,371
31166,10060,99,371
1397,60000,0,371
10001,60040,99,370
10033,50070,1,370
10046,20160,97,370
20058,50050,99,370
20108,40040,97,370
20110,40040,99,370
30107,40040,99,370
30607,70343,97,370
31329,10060,99,370
20146,40000,0,370
20085,100000,0,370
647,20110,97,369
2517,20110,97,369
10076,50070,1,369
20108,60020,99,369
30235,40040,99,369
30344,40040,99,369
30754,20110,97,369
30944,20110,97,369
20008,60000,0,369
10066,120010,99,368
20072,40040,99,368
20089,50070,1,368
31050,50050,2,368
20053,100000,0,368
10035,100000,0,368
235,50050,2,367
10046,30250,99,367
10067,40040,99,367
20019,40040,99,367
20076,40040,99,367
20112,50210,97,367
30082,40040,99,367
31018,50070,1,367
31341,50130,99,367
20094,30000,0,367
20033,30000,0,367
20050,100000,0,367
10081,12002x,99,366
20146,50130,99,366
10047,30000,0,366
31346,60000,0,366
31331,40000,0,366
10013,50050,99,365
10031,120010,99,365
10066,12002x,99,365
30226,20110,97,365
30523,20110,97,365
30914,130030,99,365
30941,40000,0,365
10025,40000,0,365
10026,100000,0,365
1169,50050,99,364
1887,180040,97,364
10029,50070,1,364
10041,20110,97,364
20026,90010,1,364
20116,40040,99,364
30239,110280,2,364
30527,20110,97,364
90139,60100,1,364
10066,20220,1,363
20006,130030,99,363
20118,60100,1,363
30991,40040,99,363
31447,160800,1,363
20107,160000,0,363
20081,30000,0,363
20023,30000,0,363
20024,100000,0,363
10012,140010,99,362
20059,40040,99,362
20152,50050,2,362
30477,40040,99,362
30499,110080,99,362
30839,50050,2,362
30849,40040,99,362
31050,50070,1,362
30788,60000,0,362
20027,160000,0,362
31360,40000,0,362
10035,160000,0,362
20146,100000,0,362
2999,20220,97,361
20004,40040,99,361
30796,10060,99,361
30920,20110,97,361
31083,60100,1,361
31193,40040,99,361
31326,40081,99,361
30915,60000,0,361
31404,60000,0,361
20027,40000,0,361
20076,40000,0,361
20111,100000,0,361
1677,50070,1,360
10057,12002x,99,360
20043,130030,99,360
30112,60100,1,360
30424,20110,97,360
30547,50050,99,360
30643,40040,99,360
30783,10060,99,360
30928,60000,0,360
30767,60000,0,360
10028,160000,0,360
10070,10000,0,360
31342,30000,0,360
20114,30000,0,360
10036,20110,97,359
10049,40040,99,359
30064,50050,99,359
30253,60100,1,359
30788,50070,1,359
30883,20200,97,359
31242,60100,1,359
31387,20110,97,359
30340,60000,0,359
10021,20110,97,358
10052,120010,99,358
20081,10060,99,358
20094,110310,99,358
30036,70230,1,358
30143,20110,97,358
30014,60000,0,358
31408,40000,0,358
10058,100000,0,358
10048,60100,1,357
30008,11012x,2,357
30915,40040,99,357
31360,40040,99,357
30281,60000,0,357
30783,60000,0,357
30041,100000,0,357
10013,60100,1,356
20031,50050,99,356
20040,60040,99,356
30004,10010,99,356
30031,10060,99,356
30547,40040,99,356
30762,20110,97,356
31162,130010,97,356
31287,60040,99,356
31344,60100,1,356
30127,60000,0,356
31502,60000,0,356
1298,40000,0,356
10012,180000,0,356
20057,10060,99,355
30570,110080,99,355
30235,60000,0,355
90035,60000,0,355
30823,60000,0,355
10075,100000,0,355
20030,50050,2,354
20043,06007x,97,354
20137,130030,99,354
30379,60100,1,354
30381,20110,97,354
30894,10230,99,354
31283,60100,1,354
31446,60035,99,354
10031,110080,99,353
20089,10060,99,353
20119,40040,99,353
20128,10060,99,353
30187,10060,99,353
30732,50070,1,353
30843,20110,97,353
30866,60100,1,353
